Timestamp,Fut_Price,VWAP,Vol,Avg_Vol,Trend,Strike,Opt_Symbol,Opt_LTP,Current_OI,3min_OI_Drop%,Spread,Signal,PnL,Balance
14:36:37,26016.0,26024.97,4275,10275,BEARISH,26000,NIFTY25D2326000PE,93.1,221121.0,0.7,0.0,WAIT,0.0,10000.0
14:36:40,26016.0,26024.97,4275,10275,BEARISH,26000,NIFTY25D2326000PE,93.35,221121.0,0.7,0.0,WAIT,0.0,10000.0
14:36:42,26016.0,26024.97,4275,10275,BEARISH,26000,NIFTY25D2326000PE,93.0,221121.0,0.7,0.0,WAIT,0.0,10000.0
14:36:45,26018.6,26024.98,4425,10282,BEARISH,26000,NIFTY25D2326000PE,93.05,221121.0,0.7,0.0,WAIT,0.0,10000.0
14:36:48,26018.6,26024.98,4500,10286,BEARISH,26000,NIFTY25D2326000PE,92.85,221121.0,0.7,0.0,WAIT,0.0,10000.0
14:36:51,26018.6,26024.96,5025,10312,BEARISH,26000,NIFTY25D2326000PE,93.0,221121.0,0.7,0.0,WAIT,0.0,10000.0
14:36:54,26019.0,26024.96,5025,10312,BEARISH,26000,NIFTY25D2326000PE,92.35,221121.0,0.7,0.0,WAIT,0.0,10000.0
14:36:56,26019.0,26024.96,5025,10312,BEARISH,26000,NIFTY25D2326000PE,92.0,221121.0,0.7,0.0,WAIT,0.0,10000.0
14:36:59,26019.0,26024.96,5025,10312,BEARISH,26000,NIFTY25D2326000PE,91.6,221121.0,0.7,0.0,WAIT,0.0,10000.0
14:37:02,26020.0,26024.92,1875,10260,BEARISH,26000,NIFTY25D2326000PE,90.9,221121.0,0.7,0.0,WAIT,0.0,10000.0
14:37:05,26020.0,26025.2,2100,10271,BEARISH,26000,NIFTY25D2326000PE,91.45,221121.0,0.7,0.0,WAIT,0.0,10000.0
14:37:08,26020.0,26025.19,2625,10297,BEARISH,26000,NIFTY25D2326000PE,91.25,221121.0,0.7,0.0,WAIT,0.0,10000.0
14:37:10,26020.0,26025.16,3600,10346,BEARISH,26000,NIFTY25D2326000PE,91.6,221121.0,0.7,0.0,WAIT,0.0,10000.0
14:37:13,26020.0,26025.16,3600,10346,BEARISH,26000,NIFTY25D2326000PE,91.4,221121.0,0.7,0.0,WAIT,0.0,10000.0
14:37:16,26022.6,26025.19,3600,10346,BEARISH,26000,NIFTY25D2326000PE,91.3,221121.0,0.7,0.0,WAIT,0.0,10000.0
14:37:19,26022.6,26025.17,4200,10376,BEARISH,26000,NIFTY25D2326000PE,91.4,221121.0,0.7,0.0,WAIT,0.0,10000.0
14:37:22,26021.4,26025.17,4275,10380,BEARISH,26000,NIFTY25D2326000PE,90.95,221121.0,0.7,0.0,WAIT,0.0,10000.0
14:37:24,26022.6,26025.17,4275,10380,BEARISH,26000,NIFTY25D2326000PE,90.85,221121.0,0.7,0.0,WAIT,0.0,10000.0
14:37:27,26023.0,26025.18,4350,10383,BEARISH,26000,NIFTY25D2326000PE,89.9,221121.0,0.7,0.0,WAIT,0.0,10000.0
14:37:30,26023.1,26025.17,4650,10398,BEARISH,26000,NIFTY25D2326000PE,90.0,221121.0,0.7,0.0,WAIT,0.0,10000.0
14:37:33,26023.1,26025.17,4650,10398,BEARISH,26000,NIFTY25D2326000PE,90.35,221121.0,0.7,0.0,WAIT,0.0,10000.0
14:37:35,26018.6,26025.14,5175,10425,BEARISH,26000,NIFTY25D2326000PE,90.3,221121.0,0.7,0.0,WAIT,0.0,10000.0
14:37:38,26018.6,26025.14,5250,10428,BEARISH,26000,NIFTY25D2326000PE,90.3,221121.0,0.7,0.0,WAIT,0.0,10000.0
14:37:41,26024.0,26025.17,5250,10428,BEARISH,26000,NIFTY25D2326000PE,90.35,221121.0,0.7,0.0,WAIT,0.0,10000.0
14:37:44,26024.4,26025.17,5550,10443,BEARISH,26000,NIFTY25D2326000PE,90.55,221121.0,0.7,0.0,WAIT,0.0,10000.0
14:37:47,26024.4,26025.17,5700,10451,BEARISH,26000,NIFTY25D2326000PE,90.6,221121.0,0.7,0.0,WAIT,0.0,10000.0
14:37:50,26020.0,26025.14,5775,10455,BEARISH,26000,NIFTY25D2326000PE,90.5,221121.0,0.7,0.0,WAIT,0.0,10000.0
14:37:52,26020.0,26025.14,5775,10455,BEARISH,26000,NIFTY25D2326000PE,90.4,221121.0,0.7,0.0,WAIT,0.0,10000.0
14:37:56,26020.0,26025.14,5775,10455,BEARISH,26000,NIFTY25D2326000PE,89.25,221121.0,0.7,0.0,WAIT,0.0,10000.0
14:37:58,26020.0,26025.14,5775,10455,BEARISH,26000,NIFTY25D2326000PE,89.25,221121.0,0.7,0.0,WAIT,0.0,10000.0
14:38:01,26020.0,26025.14,5775,10455,BEARISH,26000,NIFTY25D2326000PE,89.55,221121.0,0.7,0.0,WAIT,0.0,10000.0
14:38:04,26024.0,26025.36,525,10125,BEARISH,26000,NIFTY25D2326000PE,89.7,221121.0,0.7,0.0,WAIT,0.0,10000.0
14:38:07,26024.0,26025.36,525,10125,BEARISH,26000,NIFTY25D2326000PE,89.05,221121.0,0.7,0.0,WAIT,0.0,10000.0
14:38:10,26020.9,26025.33,2625,10230,BEARISH,26000,NIFTY25D2326000PE,89.2,221121.0,0.7,0.0,WAIT,0.0,10000.0
14:38:13,26021.0,26025.33,2925,10245,BEARISH,26000,NIFTY25D2326000PE,89.45,221121.0,0.7,0.0,WAIT,0.0,10000.0
14:38:16,26023.0,26025.33,3375,10267,BEARISH,26000,NIFTY25D2326000PE,89.65,221121.0,0.7,0.0,WAIT,0.0,10000.0
14:38:19,26023.2,26025.33,3525,10275,BEARISH,26000,NIFTY25D2326000PE,89.5,221121.0,0.7,0.0,WAIT,0.0,10000.0
14:38:22,26023.2,26025.33,3525,10275,BEARISH,26000,NIFTY25D2326000PE,88.7,221121.0,0.7,0.0,WAIT,0.0,10000.0
14:38:24,26027.6,26025.36,4125,10305,BULLISH,26050,NIFTY25D2326050CE,47.1,96173.0,0.0,0.0,WAIT,0.0,10000.0
14:38:27,26025.0,26025.34,4350,10316,BEARISH,26000,NIFTY25D2326000PE,87.9,221121.0,0.7,0.0,WAIT,0.0,10000.0
14:38:30,26028.0,26025.36,5175,10357,BULLISH,26050,NIFTY25D2326050CE,47.3,96173.0,0.0,0.0,WAIT,0.0,10000.0
14:38:33,26029.8,26025.39,5550,10376,BULLISH,26050,NIFTY25D2326050CE,47.45,95918.0,0.0,0.0,WAIT,0.0,10000.0
14:38:35,26030.0,26025.39,6000,10398,BULLISH,26050,NIFTY25D2326050CE,47.55,95918.0,0.0,0.0,WAIT,0.0,10000.0
14:38:38,26030.0,26025.39,6525,10425,BULLISH,26050,NIFTY25D2326050CE,47.65,95918.0,0.0,0.0,WAIT,0.0,10000.0
14:38:41,26028.2,26025.38,6975,10447,BULLISH,26050,NIFTY25D2326050CE,47.6,95918.0,0.0,0.0,WAIT,0.0,10000.0
14:38:43,26030.1,26025.4,7200,10458,BULLISH,26050,NIFTY25D2326050CE,47.3,95918.0,0.0,0.0,WAIT,0.0,10000.0
14:38:46,26030.1,26025.4,7200,10458,BULLISH,26050,NIFTY25D2326050CE,47.25,95918.0,0.0,0.0,WAIT,0.0,10000.0
