datetime,date,time,timeframe,strategy,spot_open,spot_high,spot_low,spot_close,fut_open,fut_high,fut_low,fut_close,vwap,ema_fast,ema_slow,rsi,fut_vs_vwap,prev_fut_vs_vwap,vwap_cross,min_body_required,ema_crossover,spot_vs_ema,candle_color,candle_body,rsi_zone,signal,entry_conditions_met,search_atm_strike,search_option_type,search_spot_price,search_capital,search_max_cost,search_min_price,search_max_price,expiry_used,strikes_tried,strike_1_price,strike_1_cost,strike_1_status,strike_2_price,strike_2_cost,strike_2_status,strike_3_price,strike_3_cost,strike_3_status,strike_4_price,strike_4_cost,strike_4_status,failure_reason,has_position,position_type,position_strike,position_expiry,entry_price,current_price,pnl_points,pnl_rupees,pnl_pct,peak_price,drop_from_peak,trailing_active,hold_minutes,exit_signal,exit_reason,exit_price,action,action_details,capital,daily_pnl,daily_trades,consecutive_losses,in_cooldown,cache_hits,cache_misses
2025-11-24 09:51:00,2025-11-24,09:51:00,3min,C,26103.15,26107.9,26094.95,26095.85,26125.0,26130.0,26111.5,26118.7,26121.37,26092.15,26091.25,50.0,BELOW,,,,BULLISH,ABOVE,RED,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_INDICATORS_WARMUP,,10000.0,0.0,0,0,FALSE,,
2025-11-24 09:54:00,2025-11-24,09:54:00,3min,C,26095.55,26096.85,26085.65,26090.15,26119.9,26120.0,26103.8,26109.6,26120.83,26091.49,26091.09,50.0,BELOW,,,,BULLISH,BELOW,RED,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_INDICATORS_WARMUP,,10000.0,0.0,0,0,FALSE,,
2025-11-24 09:57:00,2025-11-24,09:57:00,3min,C,26090.9,26093.25,26084.0,26085.4,26113.0,26115.0,26103.2,26105.2,26120.53,26089.46,26090.28,50.61,BELOW,,,10.0,BEARISH,BELOW,RED,5.5,NEUTRAL,,FALSE,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_NO_SIGNAL,,10000.0,0.0,0,0,FALSE,0,0
2025-11-24 10:00:00,2025-11-24,10:00:00,3min,C,26085.4,26107.15,26085.4,26106.75,26107.0,26135.0,26106.8,26135.0,26120.56,26095.22,26092.63,58.15,ABOVE,,,10.0,BULLISH,ABOVE,GREEN,21.35,NEUTRAL,BUY_CE,TRUE,26100,CE,26106.75,10000.0,9500.0,30.0,200.0,2025-11-25,26100(ATM),90.25,6768.75,SELECTED,,,,,,,,,,,FALSE,CE,26100,2025-11-25,90.25,,,,,,,,,,,,ENTRY_BUY_CE,ATM @ ₹90.25,10000.0,0.0,0,0,FALSE,1,0
2025-11-24 10:03:00,2025-11-24,10:03:00,3min,C,26107.0,26113.75,26102.7,26112.55,26131.3,26136.2,26124.5,26130.0,26121.04,26101.0,26095.48,59.93,ABOVE,,,,BULLISH,ABOVE,GREEN,5.55,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,CE,26100,,90.25,95.05,4.8,360.0,5.32,90.25,-4.8,FALSE,3.0,,,,HOLDING,PnL: ₹360 | Peak: ₹90.25,10000.0,0.0,1,0,FALSE,1,0
2025-11-24 10:06:00,2025-11-24,10:06:00,3min,C,26111.8,26118.05,26108.7,26115.4,26135.4,26140.0,26128.6,26139.0,26121.97,26105.8,26098.32,60.82,ABOVE,,,,BULLISH,ABOVE,GREEN,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,CE,26100,,90.25,97.0,6.75,506.25,7.48,95.05,-1.95,TRUE,6.0,,,,HOLDING,PnL: ₹506 | Peak: ₹95.05,10000.0,0.0,1,0,FALSE,1,0
2025-11-24 10:09:00,2025-11-24,10:09:00,3min,C,26115.45,26121.25,26113.6,26116.75,26138.1,26144.8,26138.0,26141.0,26122.86,26109.45,26100.96,61.26,ABOVE,,,,BULLISH,ABOVE,GREEN,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,CE,26100,,90.25,101.55,11.3,847.5,12.52,97.0,-4.55,TRUE,9.0,,TARGET,101.55,EXIT_TARGET,PnL: ₹848 (11.3 pts),10847.5,0.0,1,0,FALSE,1,0
2025-11-24 10:12:00,2025-11-24,10:12:00,3min,C,26116.05,26130.35,26114.25,26128.5,26140.0,26148.8,26138.0,26148.7,26124.1,26115.8,26104.89,64.93,ABOVE,,,10.0,BULLISH,ABOVE,GREEN,12.45,NEUTRAL,BUY_CE,TRUE,26150,CE,26128.5,10000.0,9500.0,30.0,200.0,2025-11-25,26150(ATM),75.4,5655.0,SELECTED,,,,,,,,,,,FALSE,CE,26150,2025-11-25,75.4,,,,,,,,,,,,ENTRY_BUY_CE,ATM @ ₹75.40,10847.5,847.5,1,0,FALSE,2,0
2025-11-24 10:15:00,2025-11-24,10:15:00,3min,C,26129.05,26129.55,26111.3,26112.6,26146.5,26150.0,26131.0,26133.6,26124.84,26114.73,26105.99,57.05,ABOVE,,,,BULLISH,BELOW,RED,16.45,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,CE,26150,,75.4,74.75,-0.65,-48.75,-0.86,75.4,0.65,FALSE,3.0,,,,HOLDING,PnL: ₹-49 | Peak: ₹75.40,10847.5,847.5,2,0,FALSE,2,0
2025-11-24 10:18:00,2025-11-24,10:18:00,3min,C,26112.6,26120.25,26110.5,26117.35,26135.2,26145.0,26132.8,26139.9,26125.15,26115.61,26107.62,58.67,ABOVE,,,,BULLISH,ABOVE,GREEN,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,CE,26150,,75.4,70.3,-5.1,-382.5,-6.76,75.4,5.1,FALSE,6.0,,STOP_LOSS,70.3,EXIT_STOP_LOSS,PnL: ₹-382 (-5.1 pts),10465.0,847.5,2,0,FALSE,2,0
2025-11-24 10:21:00,2025-11-24,10:21:00,3min,C,26117.55,26127.9,26116.35,26125.85,26139.8,26153.0,26136.3,26145.9,26125.98,26119.02,26110.22,61.46,ABOVE,,,10.0,BULLISH,ABOVE,GREEN,8.3,NEUTRAL,,FALSE,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_NO_SIGNAL,,10465.0,465.0,2,1,FALSE,2,0
2025-11-24 10:24:00,2025-11-24,10:24:00,3min,C,26126.55,26128.7,26121.9,26125.4,26148.9,26154.0,26144.0,26146.0,26126.58,26121.15,26112.39,61.22,ABOVE,,,10.0,BULLISH,ABOVE,RED,1.15,NEUTRAL,,FALSE,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_NO_SIGNAL,,10465.0,465.0,2,1,FALSE,2,0
2025-11-24 10:27:00,2025-11-24,10:27:00,3min,C,26125.55,26128.8,26121.25,26121.25,26146.7,26150.0,26142.0,26146.4,26127.09,26121.18,26113.65,58.98,ABOVE,,,10.0,BULLISH,ABOVE,RED,4.3,NEUTRAL,,FALSE,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_NO_SIGNAL,,10465.0,465.0,2,1,FALSE,2,0
2025-11-24 10:30:00,2025-11-24,10:30:00,3min,C,26121.25,26125.05,26117.0,26123.75,26141.0,26148.0,26135.4,26147.0,26127.45,26122.04,26115.1,59.93,ABOVE,,,10.0,BULLISH,ABOVE,GREEN,2.5,NEUTRAL,,FALSE,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_NO_SIGNAL,,10465.0,465.0,2,1,FALSE,2,0
2025-11-24 10:33:00,2025-11-24,10:33:00,3min,C,26124.9,26134.75,26123.25,26133.6,26148.0,26155.0,26144.0,26150.8,26127.93,26125.89,26117.74,63.52,ABOVE,,,10.0,BULLISH,ABOVE,GREEN,8.7,NEUTRAL,,FALSE,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_NO_SIGNAL,,10465.0,465.0,2,1,FALSE,2,0
2025-11-24 10:36:00,2025-11-24,10:36:00,3min,C,26133.7,26142.5,26132.3,26140.3,26152.0,26168.7,26150.6,26157.0,26129.19,26130.69,26120.96,65.77,ABOVE,,,10.0,BULLISH,ABOVE,GREEN,6.6,NEUTRAL,,FALSE,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_NO_SIGNAL,,10465.0,465.0,2,1,FALSE,2,0
2025-11-24 10:39:00,2025-11-24,10:39:00,3min,C,26140.75,26141.75,26134.65,26137.0,26158.1,26160.0,26152.7,26158.0,26129.76,26132.8,26123.25,63.69,ABOVE,,,10.0,BULLISH,ABOVE,RED,3.75,NEUTRAL,,FALSE,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_NO_SIGNAL,,10465.0,465.0,2,1,FALSE,2,0
2025-11-24 10:42:00,2025-11-24,10:42:00,3min,C,26137.1,26141.75,26130.5,26130.95,26157.0,26160.0,26155.0,26155.0,26130.38,26132.18,26124.35,59.94,ABOVE,,,10.0,BULLISH,BELOW,RED,6.15,NEUTRAL,,FALSE,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_NO_SIGNAL,,10465.0,465.0,2,1,FALSE,2,0
2025-11-24 10:45:00,2025-11-24,10:45:00,3min,C,26131.9,26133.4,26126.85,26129.6,26156.3,26156.3,26150.0,26155.0,26130.8,26131.32,26125.1,59.11,ABOVE,,,10.0,BULLISH,BELOW,RED,2.3,NEUTRAL,,FALSE,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_NO_SIGNAL,,10465.0,465.0,2,1,FALSE,2,0
2025-11-24 10:48:00,2025-11-24,10:48:00,3min,C,26130.5,26137.3,26126.25,26128.95,26151.6,26159.0,26150.0,26150.0,26131.31,26130.53,26125.65,58.68,ABOVE,,,10.0,BULLISH,BELOW,RED,1.55,NEUTRAL,,FALSE,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_NO_SIGNAL,,10465.0,465.0,2,1,FALSE,2,0
2025-11-24 10:51:00,2025-11-24,10:51:00,3min,C,26129.05,26131.8,26118.9,26119.25,26153.4,26155.0,26138.2,26138.2,26131.5,26126.77,26124.74,52.61,ABOVE,,,10.0,BULLISH,BELOW,RED,9.8,NEUTRAL,,FALSE,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_NO_SIGNAL,,10465.0,465.0,2,1,FALSE,2,0
2025-11-24 10:54:00,2025-11-24,10:54:00,3min,C,26118.55,26119.8,26108.15,26115.2,26142.0,26142.0,26131.6,26137.1,26131.6,26122.91,26123.38,50.27,ABOVE,,,10.0,BEARISH,BELOW,RED,3.35,NEUTRAL,,FALSE,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_NO_SIGNAL,,10465.0,465.0,2,1,FALSE,2,0
2025-11-24 10:57:00,2025-11-24,10:57:00,3min,C,26114.4,26115.3,26108.25,26108.4,26135.4,26137.1,26130.0,26130.0,26131.63,26118.08,26121.24,46.53,BELOW,,,10.0,BEARISH,BELOW,RED,6.0,NEUTRAL,,FALSE,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_NO_SIGNAL,,10465.0,465.0,2,1,FALSE,2,0
2025-11-24 11:00:00,2025-11-24,11:00:00,3min,C,26108.6,26110.5,26096.3,26097.85,26129.9,26133.3,26114.3,26115.0,26131.43,26111.33,26117.9,41.39,BELOW,,,10.0,BEARISH,BELOW,RED,10.75,NEUTRAL,BUY_PE,TRUE,26100,PE,26097.85,10000.0,9500.0,30.0,200.0,2025-11-25,26100(ATM),59.2,4440.0,SELECTED,,,,,,,,,,,FALSE,PE,26100,2025-11-25,59.2,,,,,,,,,,,,ENTRY_BUY_PE,ATM @ ₹59.20,10465.0,465.0,2,1,FALSE,3,0
2025-11-24 11:03:00,2025-11-24,11:03:00,3min,C,26097.35,26107.25,26094.4,26103.8,26113.1,26130.0,26113.1,26122.0,26131.21,26108.82,26115.88,45.08,BELOW,,,,BEARISH,BELOW,GREEN,6.45,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,PE,26100,,59.2,66.0,6.8,510.0,11.49,59.2,-6.8,FALSE,3.0,,,,HOLDING,PnL: ₹510 | Peak: ₹59.20,10465.0,465.0,3,1,FALSE,3,0
2025-11-24 11:06:00,2025-11-24,11:06:00,3min,C,26104.0,26105.2,26099.7,26102.6,26121.1,26125.0,26118.8,26122.6,26130.96,26106.75,26113.98,44.47,BELOW,,,,BEARISH,BELOW,RED,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,PE,26100,,59.2,63.8,4.6,345.0,7.77,66.0,2.2,TRUE,6.0,,,,HOLDING,PnL: ₹345 | Peak: ₹66.00,10465.0,465.0,3,1,FALSE,3,0
2025-11-24 11:09:00,2025-11-24,11:09:00,3min,C,26101.85,26102.8,26094.95,26096.35,26125.0,26125.0,26112.5,26114.8,26130.68,26103.28,26111.47,41.34,BELOW,,,,BEARISH,BELOW,RED,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,PE,26100,,59.2,64.45,5.25,393.75,8.87,66.0,1.55,TRUE,9.0,,,,HOLDING,PnL: ₹394 | Peak: ₹66.00,10465.0,465.0,3,1,FALSE,3,0
2025-11-24 11:12:00,2025-11-24,11:12:00,3min,C,26095.95,26102.7,26095.0,26098.1,26119.0,26125.0,26115.0,26120.0,26130.5,26101.55,26109.56,42.56,BELOW,,,,BEARISH,BELOW,GREEN,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,PE,26100,,59.2,62.0,2.8,210.0,4.73,66.0,4.0,TRUE,12.0,,TRAILING_STOP,62.0,EXIT_TRAILING_STOP,PnL: ₹210 (2.8 pts),10675.0,465.0,3,1,FALSE,3,0
2025-11-24 11:15:00,2025-11-24,11:15:00,3min,C,26098.4,26098.4,26092.0,26092.95,26115.0,26121.0,26111.1,26117.0,26130.29,26098.69,26107.18,39.93,BELOW,,,10.0,BEARISH,BELOW,RED,5.45,NEUTRAL,,FALSE,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_NO_SIGNAL,,10675.0,675.0,3,0,FALSE,3,0
2025-11-24 11:18:00,2025-11-24,11:18:00,3min,C,26093.55,26096.95,26088.1,26096.65,26118.0,26125.0,26108.4,26120.0,26129.45,26098.01,26105.68,42.67,BELOW,,,10.0,BEARISH,BELOW,GREEN,3.1,NEUTRAL,,FALSE,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_NO_SIGNAL,,10675.0,675.0,3,0,FALSE,3,0
2025-11-24 11:21:00,2025-11-24,11:21:00,3min,C,26096.7,26099.35,26094.05,26095.55,26124.9,26127.0,26115.3,26116.5,26129.25,26097.19,26104.23,42.06,BELOW,,,10.0,BEARISH,BELOW,RED,1.15,NEUTRAL,,FALSE,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_NO_SIGNAL,,10675.0,675.0,3,0,FALSE,3,0
2025-11-24 11:24:00,2025-11-24,11:24:00,3min,C,26095.9,26109.6,26093.75,26109.6,26120.0,26136.9,26115.3,26136.9,26129.21,26101.33,26105.0,51.63,ABOVE,,,10.0,BEARISH,ABOVE,GREEN,13.7,NEUTRAL,BUY_CE,TRUE,26100,CE,26109.6,10000.0,9500.0,30.0,200.0,2025-11-25,26100(ATM),85.35,6401.25,SELECTED,,,,,,,,,,,FALSE,CE,26100,2025-11-25,85.35,,,,,,,,,,,,ENTRY_BUY_CE,ATM @ ₹85.35,10675.0,675.0,3,0,FALSE,3,0
2025-11-24 11:27:00,2025-11-24,11:27:00,3min,C,26109.2,26123.45,26107.4,26122.6,26135.4,26148.0,26133.0,26148.0,26129.43,26108.42,26107.51,58.46,ABOVE,,,,BULLISH,ABOVE,GREEN,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,CE,26100,,85.35,92.85,7.5,562.5,8.79,85.35,-7.5,FALSE,3.0,,,,HOLDING,PnL: ₹562 | Peak: ₹85.35,10675.0,675.0,4,0,FALSE,3,0
2025-11-24 11:30:00,2025-11-24,11:30:00,3min,C,26122.2,26125.15,26118.65,26122.15,26146.9,26149.5,26140.2,26147.4,26129.77,26112.99,26109.6,58.16,ABOVE,,,,BULLISH,ABOVE,RED,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,CE,26100,,85.35,97.05,11.7,877.5,13.71,92.85,-4.2,TRUE,6.0,,TARGET,97.05,EXIT_TARGET,PnL: ₹878 (11.7 pts),11552.5,675.0,4,0,FALSE,3,0
2025-11-24 11:33:00,2025-11-24,11:33:00,3min,C,26123.35,26126.0,26119.9,26124.4,26149.5,26150.0,26142.6,26145.5,26129.98,26116.8,26111.72,59.31,ABOVE,,,10.0,BULLISH,ABOVE,GREEN,1.05,NEUTRAL,,FALSE,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_NO_SIGNAL,,11552.5,1552.5,4,0,FALSE,3,0
2025-11-24 11:36:00,2025-11-24,11:36:00,3min,C,26124.85,26130.95,26124.15,26124.85,26146.0,26150.0,26144.8,26146.0,26130.18,26119.48,26113.59,59.55,ABOVE,,,10.0,BULLISH,ABOVE,RED,0.0,NEUTRAL,,FALSE,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_NO_SIGNAL,,11552.5,1552.5,4,0,FALSE,3,0
2025-11-24 11:39:00,2025-11-24,11:39:00,3min,C,26124.75,26125.6,26115.0,26118.5,26145.6,26148.0,26135.9,26136.8,26130.29,26119.15,26114.29,54.66,ABOVE,,,10.0,BULLISH,BELOW,RED,6.25,NEUTRAL,,FALSE,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_NO_SIGNAL,,11552.5,1552.5,4,0,FALSE,3,0
2025-11-24 11:42:00,2025-11-24,11:42:00,3min,C,26118.85,26120.45,26114.6,26117.15,26135.9,26141.9,26132.9,26138.0,26130.36,26118.49,26114.7,53.66,ABOVE,,,10.0,BULLISH,BELOW,RED,1.7,NEUTRAL,,FALSE,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_NO_SIGNAL,,11552.5,1552.5,4,0,FALSE,3,0
2025-11-24 11:45:00,2025-11-24,11:45:00,3min,C,26117.3,26117.3,26103.2,26105.45,26139.0,26139.0,26125.0,26127.5,26130.36,26114.14,26113.38,45.78,BELOW,,,10.0,BULLISH,BELOW,RED,11.85,NEUTRAL,BUY_PE,TRUE,26100,PE,26105.45,10000.0,9500.0,30.0,200.0,2025-11-25,26100(ATM),57.35,4301.25,SELECTED,,,,,,,,,,,FALSE,PE,26100,2025-11-25,57.35,,,,,,,,,,,,ENTRY_BUY_PE,ATM @ ₹57.35,11552.5,1552.5,4,0,FALSE,3,0
2025-11-24 11:48:00,2025-11-24,11:48:00,3min,C,26105.8,26105.8,26089.45,26089.45,26126.8,26129.3,26111.5,26115.5,26130.14,26105.91,26109.96,37.65,BELOW,,,,BEARISH,BELOW,RED,16.35,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,PE,26100,,57.35,62.8,5.45,408.75,9.5,57.35,-5.45,FALSE,3.0,,,,HOLDING,PnL: ₹409 | Peak: ₹57.35,11552.5,1552.5,5,0,FALSE,3,0
2025-11-24 11:51:00,2025-11-24,11:51:00,3min,C,26090.2,26091.65,26072.7,26073.8,26117.9,26119.5,26095.0,26100.0,26129.34,26095.21,26104.8,31.71,BELOW,,,,BEARISH,BELOW,RED,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,PE,26100,,57.35,68.3,10.95,821.25,19.09,62.8,-5.5,TRUE,6.0,,TARGET,68.3,EXIT_TARGET,PnL: ₹821 (10.9 pts),12373.75,1552.5,5,0,FALSE,3,0
2025-11-24 11:54:00,2025-11-24,11:54:00,3min,C,26073.35,26076.9,26068.3,26074.15,26100.3,26106.2,26094.0,26099.9,26128.72,26088.19,26100.42,31.97,BELOW,,,,BEARISH,BELOW,GREEN,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_DAILY_TARGET_REACHED,Daily profit ₹2374 >= ₹2000,12373.75,2373.75,5,0,FALSE,,
2025-11-24 11:57:00,2025-11-24,11:57:00,3min,C,26074.0,26079.1,26063.4,26077.4,26099.8,26105.3,26081.0,26100.0,26127.53,26084.59,26097.13,34.45,BELOW,,,,BEARISH,BELOW,GREEN,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_DAILY_TARGET_REACHED,Daily profit ₹2374 >= ₹2000,12373.75,2373.75,5,0,FALSE,,
2025-11-24 12:00:00,2025-11-24,12:00:00,3min,C,26078.45,26089.45,26075.45,26087.85,26099.1,26111.3,26095.0,26106.3,26127.12,26085.68,26095.8,41.8,BELOW,,,,BEARISH,ABOVE,GREEN,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_DAILY_TARGET_REACHED,Daily profit ₹2374 >= ₹2000,12373.75,2373.75,5,0,FALSE,,
2025-11-24 12:03:00,2025-11-24,12:03:00,3min,C,26088.2,26089.5,26082.95,26083.95,26107.3,26109.9,26100.1,26105.4,26126.8,26085.1,26094.11,39.99,BELOW,,,,BEARISH,BELOW,RED,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,SKIP_DAILY_TARGET_REACHED,Daily profit ₹2374 >= ₹2000,12373.75,2373.75,5,0,FALSE,,
