Timestamp,Alert_Type,Severity,Description,Spot,ATM_Strike,Action
2025-12-24 11:45:37,OVERSOLD,HIGH,RSI at 25 - potential reversal,26183.9,26200,CONSIDER_PE
2025-12-24 11:45:43,OVERSOLD,HIGH,RSI at 25 - potential reversal,26183.9,26200,CONSIDER_PE
2025-12-24 11:45:54,OVERSOLD,HIGH,RSI at 25 - potential reversal,26183.8,26200,CONSIDER_PE
2025-12-24 11:45:58,OVERSOLD,HIGH,RSI at 25 - potential reversal,26183.65,26200,CONSIDER_PE
2025-12-24 11:46:05,OVERSOLD,HIGH,RSI at 24 - potential reversal,26181.1,26200,CONSIDER_PE
2025-12-24 11:46:09,OVERSOLD,HIGH,RSI at 24 - potential reversal,26181.8,26200,CONSIDER_PE
2025-12-24 11:46:12,OVERSOLD,HIGH,RSI at 24 - potential reversal,26182.1,26200,CONSIDER_PE
2025-12-24 11:46:16,OVERSOLD,HIGH,RSI at 25 - potential reversal,26184.2,26200,CONSIDER_PE
2025-12-24 11:46:23,OVERSOLD,HIGH,RSI at 25 - potential reversal,26184.45,26200,CONSIDER_PE
2025-12-24 11:46:32,OVERSOLD,HIGH,RSI at 25 - potential reversal,26184.25,26200,CONSIDER_PE
2025-12-24 11:46:42,OVERSOLD,HIGH,RSI at 25 - potential reversal,26184.35,26200,CONSIDER_PE
2025-12-24 11:46:49,OVERSOLD,HIGH,RSI at 25 - potential reversal,26183.3,26200,CONSIDER_PE
2025-12-24 11:46:49,CE_OI_SPIKE,MEDIUM,"CE OI changed by 10,126",26183.3,26200,MONITOR
2025-12-24 11:46:53,OVERSOLD,HIGH,RSI at 24 - potential reversal,26182.2,26200,CONSIDER_PE
2025-12-24 11:46:55,OVERSOLD,HIGH,RSI at 24 - potential reversal,26181.55,26200,CONSIDER_PE
2025-12-24 11:46:59,OVERSOLD,HIGH,RSI at 24 - potential reversal,26181.95,26200,CONSIDER_PE
2025-12-24 11:47:02,OVERSOLD,HIGH,RSI at 25 - potential reversal,26184.1,26200,CONSIDER_PE
2025-12-24 11:47:05,OVERSOLD,HIGH,RSI at 24 - potential reversal,26182.3,26200,CONSIDER_PE
2025-12-24 11:47:09,OVERSOLD,HIGH,RSI at 25 - potential reversal,26182.9,26200,CONSIDER_PE
2025-12-24 11:47:11,OVERSOLD,HIGH,RSI at 24 - potential reversal,26181.7,26200,CONSIDER_PE
2025-12-24 11:47:15,OVERSOLD,HIGH,RSI at 24 - potential reversal,26180.45,26200,CONSIDER_PE
2025-12-24 11:47:18,OVERSOLD,HIGH,RSI at 24 - potential reversal,26179.6,26200,CONSIDER_PE
2025-12-24 11:47:21,OVERSOLD,HIGH,RSI at 24 - potential reversal,26181.05,26200,CONSIDER_PE
2025-12-24 11:47:25,OVERSOLD,HIGH,RSI at 24 - potential reversal,26179.3,26200,CONSIDER_PE
2025-12-24 11:47:28,OVERSOLD,HIGH,RSI at 24 - potential reversal,26179.95,26200,CONSIDER_PE
2025-12-24 11:47:31,OVERSOLD,HIGH,RSI at 24 - potential reversal,26182.65,26200,CONSIDER_PE
2025-12-24 11:47:35,OVERSOLD,HIGH,RSI at 24 - potential reversal,26182.25,26200,CONSIDER_PE
2025-12-24 11:47:39,OVERSOLD,HIGH,RSI at 24 - potential reversal,26180.6,26200,CONSIDER_PE
2025-12-24 11:47:42,OVERSOLD,HIGH,RSI at 24 - potential reversal,26180.75,26200,CONSIDER_PE
2025-12-24 11:47:45,OVERSOLD,HIGH,RSI at 24 - potential reversal,26180.45,26200,CONSIDER_PE
2025-12-24 11:47:48,OVERSOLD,HIGH,RSI at 24 - potential reversal,26182.05,26200,CONSIDER_PE
2025-12-24 11:47:52,OVERSOLD,HIGH,RSI at 24 - potential reversal,26182.2,26200,CONSIDER_PE
2025-12-24 11:47:55,OVERSOLD,HIGH,RSI at 24 - potential reversal,26182.4,26200,CONSIDER_PE
2025-12-24 11:47:58,OVERSOLD,HIGH,RSI at 24 - potential reversal,26182.35,26200,CONSIDER_PE
2025-12-24 11:48:01,OVERSOLD,HIGH,RSI at 25 - potential reversal,26184.0,26200,CONSIDER_PE
2025-12-24 11:48:04,OVERSOLD,HIGH,RSI at 24 - potential reversal,26182.3,26200,CONSIDER_PE
2025-12-24 11:48:07,OVERSOLD,HIGH,RSI at 24 - potential reversal,26182.75,26200,CONSIDER_PE
2025-12-24 11:48:10,OVERSOLD,HIGH,RSI at 25 - potential reversal,26183.0,26200,CONSIDER_PE
2025-12-24 11:48:14,OVERSOLD,HIGH,RSI at 24 - potential reversal,26181.35,26200,CONSIDER_PE
2025-12-24 11:48:16,OVERSOLD,HIGH,RSI at 25 - potential reversal,26182.95,26200,CONSIDER_PE
2025-12-24 11:48:20,OVERSOLD,HIGH,RSI at 24 - potential reversal,26182.8,26200,CONSIDER_PE
2025-12-24 11:48:23,OVERSOLD,HIGH,RSI at 24 - potential reversal,26181.9,26200,CONSIDER_PE
2025-12-24 11:48:26,OVERSOLD,HIGH,RSI at 25 - potential reversal,26183.4,26200,CONSIDER_PE
2025-12-24 11:48:29,OVERSOLD,HIGH,RSI at 25 - potential reversal,26183.7,26200,CONSIDER_PE
2025-12-24 11:48:36,OVERSOLD,HIGH,RSI at 25 - potential reversal,26182.95,26200,CONSIDER_PE
2025-12-24 11:48:39,OVERSOLD,HIGH,RSI at 25 - potential reversal,26183.8,26200,CONSIDER_PE
2025-12-24 11:48:42,OVERSOLD,HIGH,RSI at 25 - potential reversal,26183.25,26200,CONSIDER_PE
2025-12-24 11:48:46,OVERSOLD,HIGH,RSI at 25 - potential reversal,26184.05,26200,CONSIDER_PE
2025-12-24 11:48:49,OVERSOLD,HIGH,RSI at 25 - potential reversal,26184.5,26200,CONSIDER_PE
2025-12-24 11:48:58,OVERSOLD,HIGH,RSI at 25 - potential reversal,26183.9,26200,CONSIDER_PE
2025-12-24 11:49:05,OVERSOLD,HIGH,RSI at 25 - potential reversal,26184.55,26200,CONSIDER_PE
2025-12-24 11:50:00,OVERSOLD,HIGH,RSI at 25 - potential reversal,26184.4,26200,CONSIDER_PE
2025-12-24 12:04:55,OI_PATTERN,HIGH,SHORT_COVERING detected,26192.3,26200,CONSIDER_CE
2025-12-24 12:13:57,OI_PATTERN,HIGH,SHORT_COVERING detected,26190.95,26200,CONSIDER_CE
2025-12-24 12:29:02,OI_PATTERN,HIGH,SHORT_COVERING detected,26199.2,26200,CONSIDER_CE
2025-12-24 12:41:03,OI_PATTERN,HIGH,SHORT_COVERING detected,26194.7,26200,CONSIDER_CE
2025-12-24 12:53:09,OI_PATTERN,HIGH,LONG_UNWINDING detected,26190.0,26200,CONSIDER_PE
2025-12-24 13:11:37,CE_OI_SPIKE,MEDIUM,"CE OI changed by -170,903",26174.95,26150,MONITOR
2025-12-24 13:11:37,PE_OI_SPIKE,MEDIUM,"PE OI changed by -115,447",26174.95,26150,MONITOR
2025-12-24 13:11:37,OI_PATTERN,HIGH,SHORT_COVERING detected,26174.95,26150,CONSIDER_CE
2025-12-24 13:11:40,CE_OI_SPIKE,MEDIUM,"CE OI changed by 170,903",26175.5,26200,MONITOR
2025-12-24 13:11:40,PE_OI_SPIKE,MEDIUM,"PE OI changed by 115,447",26175.5,26200,MONITOR
2025-12-24 13:12:07,CE_OI_SPIKE,MEDIUM,"CE OI changed by -170,903",26174.8,26150,MONITOR
2025-12-24 13:12:07,PE_OI_SPIKE,MEDIUM,"PE OI changed by -115,447",26174.8,26150,MONITOR
2025-12-24 13:12:07,OI_PATTERN,HIGH,SHORT_COVERING detected,26174.8,26150,CONSIDER_CE
2025-12-24 13:12:09,CE_OI_SPIKE,MEDIUM,"CE OI changed by 170,903",26175.25,26200,MONITOR
2025-12-24 13:12:09,PE_OI_SPIKE,MEDIUM,"PE OI changed by 115,447",26175.25,26200,MONITOR
2025-12-24 13:12:12,CE_OI_SPIKE,MEDIUM,"CE OI changed by -170,903",26173.85,26150,MONITOR
2025-12-24 13:12:12,PE_OI_SPIKE,MEDIUM,"PE OI changed by -115,447",26173.85,26150,MONITOR
2025-12-24 13:12:12,OI_PATTERN,HIGH,SHORT_COVERING detected,26173.85,26150,CONSIDER_CE
2025-12-24 13:12:29,CE_OI_SPIKE,MEDIUM,"CE OI changed by 170,903",26177.0,26200,MONITOR
2025-12-24 13:12:29,PE_OI_SPIKE,MEDIUM,"PE OI changed by 115,447",26177.0,26200,MONITOR
2025-12-24 13:12:48,CE_OI_SPIKE,MEDIUM,"CE OI changed by -170,903",26173.2,26150,MONITOR
2025-12-24 13:12:48,PE_OI_SPIKE,MEDIUM,"PE OI changed by -115,447",26173.2,26150,MONITOR
2025-12-24 13:12:48,OI_PATTERN,HIGH,SHORT_COVERING detected,26173.2,26150,CONSIDER_CE
2025-12-24 13:12:56,CE_OI_SPIKE,MEDIUM,"CE OI changed by 170,903",26176.65,26200,MONITOR
2025-12-24 13:12:56,PE_OI_SPIKE,MEDIUM,"PE OI changed by 115,447",26176.65,26200,MONITOR
2025-12-24 13:14:16,OI_PATTERN,HIGH,LONG_UNWINDING detected,26181.45,26200,CONSIDER_PE
2025-12-24 13:15:30,CE_OI_SPIKE,MEDIUM,"CE OI changed by -171,389",26174.1,26150,MONITOR
2025-12-24 13:15:30,PE_OI_SPIKE,MEDIUM,"PE OI changed by -113,140",26174.1,26150,MONITOR
2025-12-24 13:15:30,OI_PATTERN,HIGH,SHORT_COVERING detected,26174.1,26150,CONSIDER_CE
2025-12-24 13:15:33,CE_OI_SPIKE,MEDIUM,"CE OI changed by 171,389",26175.25,26200,MONITOR
2025-12-24 13:15:33,PE_OI_SPIKE,MEDIUM,"PE OI changed by 113,140",26175.25,26200,MONITOR
2025-12-24 13:15:44,CE_OI_SPIKE,MEDIUM,"CE OI changed by -171,389",26174.5,26150,MONITOR
2025-12-24 13:15:44,PE_OI_SPIKE,MEDIUM,"PE OI changed by -113,140",26174.5,26150,MONITOR
2025-12-24 13:15:44,OI_PATTERN,HIGH,SHORT_COVERING detected,26174.5,26150,CONSIDER_CE
2025-12-24 13:15:47,CE_OI_SPIKE,MEDIUM,"CE OI changed by 171,389",26175.15,26200,MONITOR
2025-12-24 13:15:47,PE_OI_SPIKE,MEDIUM,"PE OI changed by 113,140",26175.15,26200,MONITOR
2025-12-24 13:15:55,CE_OI_SPIKE,MEDIUM,"CE OI changed by -171,389",26174.35,26150,MONITOR
2025-12-24 13:15:55,PE_OI_SPIKE,MEDIUM,"PE OI changed by -113,140",26174.35,26150,MONITOR
2025-12-24 13:15:55,OI_PATTERN,HIGH,SHORT_COVERING detected,26174.35,26150,CONSIDER_CE
2025-12-24 13:16:04,CE_OI_SPIKE,MEDIUM,"CE OI changed by 171,389",26175.2,26200,MONITOR
2025-12-24 13:16:04,PE_OI_SPIKE,MEDIUM,"PE OI changed by 113,140",26175.2,26200,MONITOR
2025-12-24 13:18:52,CE_OI_SPIKE,MEDIUM,"CE OI changed by -172,474",26174.65,26150,MONITOR
2025-12-24 13:18:52,PE_OI_SPIKE,MEDIUM,"PE OI changed by -112,176",26174.65,26150,MONITOR
2025-12-24 13:18:52,OI_PATTERN,HIGH,SHORT_COVERING detected,26174.65,26150,CONSIDER_CE
2025-12-24 13:18:59,CE_OI_SPIKE,MEDIUM,"CE OI changed by 172,474",26175.0,26200,MONITOR
2025-12-24 13:18:59,PE_OI_SPIKE,MEDIUM,"PE OI changed by 112,176",26175.0,26200,MONITOR
2025-12-24 13:20:03,CE_OI_SPIKE,MEDIUM,"CE OI changed by -172,474",26174.65,26150,MONITOR
2025-12-24 13:20:03,PE_OI_SPIKE,MEDIUM,"PE OI changed by -112,176",26174.65,26150,MONITOR
2025-12-24 13:20:03,OI_PATTERN,HIGH,SHORT_COVERING detected,26174.65,26150,CONSIDER_CE
2025-12-24 13:20:06,CE_OI_SPIKE,MEDIUM,"CE OI changed by 172,474",26175.5,26200,MONITOR
2025-12-24 13:20:06,PE_OI_SPIKE,MEDIUM,"PE OI changed by 112,176",26175.5,26200,MONITOR
2025-12-24 13:20:13,CE_OI_SPIKE,MEDIUM,"CE OI changed by -170,987",26174.05,26150,MONITOR
2025-12-24 13:20:13,PE_OI_SPIKE,MEDIUM,"PE OI changed by -111,979",26174.05,26150,MONITOR
2025-12-24 13:20:13,OI_PATTERN,HIGH,SHORT_COVERING detected,26174.05,26150,CONSIDER_CE
2025-12-24 13:20:16,CE_OI_SPIKE,MEDIUM,"CE OI changed by 174,401",26175.0,26200,MONITOR
2025-12-24 13:20:16,PE_OI_SPIKE,MEDIUM,"PE OI changed by 110,703",26175.0,26200,MONITOR
2025-12-24 13:20:19,CE_OI_SPIKE,MEDIUM,"CE OI changed by -174,401",26174.15,26150,MONITOR
2025-12-24 13:20:19,PE_OI_SPIKE,MEDIUM,"PE OI changed by -110,703",26174.15,26150,MONITOR
2025-12-24 13:20:19,OI_PATTERN,HIGH,SHORT_COVERING detected,26174.15,26150,CONSIDER_CE
2025-12-24 13:20:22,CE_OI_SPIKE,MEDIUM,"CE OI changed by 174,401",26175.15,26200,MONITOR
2025-12-24 13:20:22,PE_OI_SPIKE,MEDIUM,"PE OI changed by 110,703",26175.15,26200,MONITOR
2025-12-24 13:20:25,CE_OI_SPIKE,MEDIUM,"CE OI changed by -174,401",26174.2,26150,MONITOR
2025-12-24 13:20:25,PE_OI_SPIKE,MEDIUM,"PE OI changed by -110,703",26174.2,26150,MONITOR
2025-12-24 13:20:25,OI_PATTERN,HIGH,SHORT_COVERING detected,26174.2,26150,CONSIDER_CE
2025-12-24 13:20:28,CE_OI_SPIKE,MEDIUM,"CE OI changed by 174,401",26175.9,26200,MONITOR
2025-12-24 13:20:28,PE_OI_SPIKE,MEDIUM,"PE OI changed by 110,703",26175.9,26200,MONITOR
2025-12-24 13:20:34,CE_OI_SPIKE,MEDIUM,"CE OI changed by -174,401",26174.45,26150,MONITOR
2025-12-24 13:20:34,PE_OI_SPIKE,MEDIUM,"PE OI changed by -110,703",26174.45,26150,MONITOR
2025-12-24 13:20:34,OI_PATTERN,HIGH,SHORT_COVERING detected,26174.45,26150,CONSIDER_CE
2025-12-24 13:20:40,CE_OI_SPIKE,MEDIUM,"CE OI changed by 174,401",26175.55,26200,MONITOR
2025-12-24 13:20:40,PE_OI_SPIKE,MEDIUM,"PE OI changed by 110,703",26175.55,26200,MONITOR
2025-12-24 13:22:13,CE_OI_SPIKE,MEDIUM,"CE OI changed by -174,401",26174.3,26150,MONITOR
2025-12-24 13:22:13,PE_OI_SPIKE,MEDIUM,"PE OI changed by -110,703",26174.3,26150,MONITOR
2025-12-24 13:22:13,OI_PATTERN,HIGH,SHORT_COVERING detected,26174.3,26150,CONSIDER_CE
2025-12-24 13:22:20,CE_OI_SPIKE,MEDIUM,"CE OI changed by 174,401",26175.75,26200,MONITOR
2025-12-24 13:22:20,PE_OI_SPIKE,MEDIUM,"PE OI changed by 110,703",26175.75,26200,MONITOR
2025-12-24 13:22:44,CE_OI_SPIKE,MEDIUM,"CE OI changed by -174,401",26174.55,26150,MONITOR
2025-12-24 13:22:44,PE_OI_SPIKE,MEDIUM,"PE OI changed by -110,703",26174.55,26150,MONITOR
2025-12-24 13:22:44,OI_PATTERN,HIGH,SHORT_COVERING detected,26174.55,26150,CONSIDER_CE
2025-12-24 13:22:47,CE_OI_SPIKE,MEDIUM,"CE OI changed by 174,401",26176.1,26200,MONITOR
2025-12-24 13:22:47,PE_OI_SPIKE,MEDIUM,"PE OI changed by 110,703",26176.1,26200,MONITOR
2025-12-24 13:22:50,CE_OI_SPIKE,MEDIUM,"CE OI changed by -174,401",26173.1,26150,MONITOR
2025-12-24 13:22:50,PE_OI_SPIKE,MEDIUM,"PE OI changed by -110,703",26173.1,26150,MONITOR
2025-12-24 13:22:50,OI_PATTERN,HIGH,SHORT_COVERING detected,26173.1,26150,CONSIDER_CE
2025-12-24 13:25:18,OVERSOLD,HIGH,RSI at 25 - potential reversal,26166.8,26150,CONSIDER_PE
2025-12-24 13:25:21,OVERSOLD,HIGH,RSI at 25 - potential reversal,26166.25,26150,CONSIDER_PE
2025-12-24 13:25:34,OVERSOLD,HIGH,RSI at 25 - potential reversal,26166.1,26150,CONSIDER_PE
2025-12-24 13:25:38,OVERSOLD,HIGH,RSI at 24 - potential reversal,26165.85,26150,CONSIDER_PE
2025-12-24 13:25:42,OVERSOLD,HIGH,RSI at 24 - potential reversal,26165.9,26150,CONSIDER_PE
2025-12-24 13:25:45,OVERSOLD,HIGH,RSI at 25 - potential reversal,26166.05,26150,CONSIDER_PE
2025-12-24 13:25:48,OVERSOLD,HIGH,RSI at 24 - potential reversal,26165.95,26150,CONSIDER_PE
2025-12-24 13:25:51,OVERSOLD,HIGH,RSI at 24 - potential reversal,26165.8,26150,CONSIDER_PE
2025-12-24 13:25:54,OVERSOLD,HIGH,RSI at 25 - potential reversal,26166.8,26150,CONSIDER_PE
2025-12-24 13:25:57,OVERSOLD,HIGH,RSI at 24 - potential reversal,26165.55,26150,CONSIDER_PE
2025-12-24 13:26:00,OVERSOLD,HIGH,RSI at 25 - potential reversal,26166.9,26150,CONSIDER_PE
2025-12-24 13:26:03,OVERSOLD,HIGH,RSI at 25 - potential reversal,26166.2,26150,CONSIDER_PE
2025-12-24 13:26:06,OVERSOLD,HIGH,RSI at 25 - potential reversal,26166.4,26150,CONSIDER_PE
2025-12-24 13:26:09,OVERSOLD,HIGH,RSI at 24 - potential reversal,26165.3,26150,CONSIDER_PE
2025-12-24 13:26:12,OVERSOLD,HIGH,RSI at 24 - potential reversal,26166.0,26150,CONSIDER_PE
2025-12-24 13:27:09,CE_OI_SPIKE,MEDIUM,"CE OI changed by 178,232",26176.0,26200,MONITOR
2025-12-24 13:27:09,PE_OI_SPIKE,MEDIUM,"PE OI changed by 108,260",26176.0,26200,MONITOR
2025-12-24 13:27:12,CE_OI_SPIKE,MEDIUM,"CE OI changed by -178,232",26173.85,26150,MONITOR
2025-12-24 13:27:12,PE_OI_SPIKE,MEDIUM,"PE OI changed by -108,260",26173.85,26150,MONITOR
2025-12-24 13:27:12,OI_PATTERN,HIGH,SHORT_COVERING detected,26173.85,26150,CONSIDER_CE
2025-12-24 13:27:26,CE_OI_SPIKE,MEDIUM,"CE OI changed by 178,232",26175.35,26200,MONITOR
2025-12-24 13:27:26,PE_OI_SPIKE,MEDIUM,"PE OI changed by 108,260",26175.35,26200,MONITOR
2025-12-24 13:27:29,CE_OI_SPIKE,MEDIUM,"CE OI changed by -178,232",26174.45,26150,MONITOR
2025-12-24 13:27:29,PE_OI_SPIKE,MEDIUM,"PE OI changed by -108,260",26174.45,26150,MONITOR
2025-12-24 13:27:29,OI_PATTERN,HIGH,SHORT_COVERING detected,26174.45,26150,CONSIDER_CE
2025-12-24 13:27:31,CE_OI_SPIKE,MEDIUM,"CE OI changed by 178,232",26175.95,26200,MONITOR
2025-12-24 13:27:31,PE_OI_SPIKE,MEDIUM,"PE OI changed by 108,260",26175.95,26200,MONITOR
2025-12-24 13:27:34,CE_OI_SPIKE,MEDIUM,"CE OI changed by -178,232",26174.3,26150,MONITOR
2025-12-24 13:27:34,PE_OI_SPIKE,MEDIUM,"PE OI changed by -108,260",26174.3,26150,MONITOR
2025-12-24 13:27:34,OI_PATTERN,HIGH,SHORT_COVERING detected,26174.3,26150,CONSIDER_CE
2025-12-24 13:29:16,OI_PATTERN,HIGH,LONG_UNWINDING detected,26171.75,26150,CONSIDER_PE
2025-12-24 13:32:05,OVERSOLD,HIGH,RSI at 25 - potential reversal,26163.5,26150,CONSIDER_PE
2025-12-24 13:32:11,OVERSOLD,HIGH,RSI at 24 - potential reversal,26161.2,26150,CONSIDER_PE
2025-12-24 13:32:14,OVERSOLD,HIGH,RSI at 24 - potential reversal,26160.95,26150,CONSIDER_PE
2025-12-24 13:32:17,OVERSOLD,HIGH,RSI at 24 - potential reversal,26160.5,26150,CONSIDER_PE
2025-12-24 13:32:20,OVERSOLD,HIGH,RSI at 23 - potential reversal,26159.05,26150,CONSIDER_PE
2025-12-24 13:32:23,OVERSOLD,HIGH,RSI at 23 - potential reversal,26158.35,26150,CONSIDER_PE
2025-12-24 13:32:26,OVERSOLD,HIGH,RSI at 23 - potential reversal,26159.15,26150,CONSIDER_PE
2025-12-24 13:32:29,OVERSOLD,HIGH,RSI at 24 - potential reversal,26160.35,26150,CONSIDER_PE
2025-12-24 13:32:33,OVERSOLD,HIGH,RSI at 23 - potential reversal,26158.45,26150,CONSIDER_PE
2025-12-24 13:32:36,OVERSOLD,HIGH,RSI at 23 - potential reversal,26157.9,26150,CONSIDER_PE
2025-12-24 13:32:39,OVERSOLD,HIGH,RSI at 22 - potential reversal,26156.05,26150,CONSIDER_PE
2025-12-24 13:32:42,OVERSOLD,HIGH,RSI at 22 - potential reversal,26155.6,26150,CONSIDER_PE
2025-12-24 13:32:45,OVERSOLD,HIGH,RSI at 22 - potential reversal,26154.7,26150,CONSIDER_PE
2025-12-24 13:32:47,OVERSOLD,HIGH,RSI at 22 - potential reversal,26154.55,26150,CONSIDER_PE
2025-12-24 13:32:50,OVERSOLD,HIGH,RSI at 21 - potential reversal,26152.0,26150,CONSIDER_PE
2025-12-24 13:32:54,OVERSOLD,HIGH,RSI at 22 - potential reversal,26154.0,26150,CONSIDER_PE
2025-12-24 13:32:57,OVERSOLD,HIGH,RSI at 22 - potential reversal,26154.4,26150,CONSIDER_PE
2025-12-24 13:33:00,OVERSOLD,HIGH,RSI at 22 - potential reversal,26154.2,26150,CONSIDER_PE
2025-12-24 13:33:04,OVERSOLD,HIGH,RSI at 21 - potential reversal,26152.95,26150,CONSIDER_PE
2025-12-24 13:33:07,OVERSOLD,HIGH,RSI at 21 - potential reversal,26152.3,26150,CONSIDER_PE
2025-12-24 13:33:10,OVERSOLD,HIGH,RSI at 21 - potential reversal,26153.25,26150,CONSIDER_PE
2025-12-24 13:33:13,OVERSOLD,HIGH,RSI at 21 - potential reversal,26153.35,26150,CONSIDER_PE
2025-12-24 13:33:16,OVERSOLD,HIGH,RSI at 22 - potential reversal,26154.45,26150,CONSIDER_PE
2025-12-24 13:33:18,OVERSOLD,HIGH,RSI at 21 - potential reversal,26153.45,26150,CONSIDER_PE
2025-12-24 13:33:21,OVERSOLD,HIGH,RSI at 21 - potential reversal,26152.3,26150,CONSIDER_PE
2025-12-24 13:33:24,OVERSOLD,HIGH,RSI at 21 - potential reversal,26152.7,26150,CONSIDER_PE
2025-12-24 13:33:27,OVERSOLD,HIGH,RSI at 21 - potential reversal,26151.6,26150,CONSIDER_PE
2025-12-24 13:33:30,OVERSOLD,HIGH,RSI at 21 - potential reversal,26153.45,26150,CONSIDER_PE
2025-12-24 13:33:32,OVERSOLD,HIGH,RSI at 22 - potential reversal,26154.05,26150,CONSIDER_PE
2025-12-24 13:33:36,OVERSOLD,HIGH,RSI at 21 - potential reversal,26152.65,26150,CONSIDER_PE
2025-12-24 13:33:39,OVERSOLD,HIGH,RSI at 21 - potential reversal,26152.25,26150,CONSIDER_PE
2025-12-24 13:33:42,OVERSOLD,HIGH,RSI at 21 - potential reversal,26151.45,26150,CONSIDER_PE
2025-12-24 13:33:45,OVERSOLD,HIGH,RSI at 21 - potential reversal,26153.05,26150,CONSIDER_PE
2025-12-24 13:33:47,OVERSOLD,HIGH,RSI at 21 - potential reversal,26153.3,26150,CONSIDER_PE
2025-12-24 13:33:50,OVERSOLD,HIGH,RSI at 21 - potential reversal,26151.8,26150,CONSIDER_PE
2025-12-24 13:33:53,OVERSOLD,HIGH,RSI at 21 - potential reversal,26153.4,26150,CONSIDER_PE
2025-12-24 13:33:56,OVERSOLD,HIGH,RSI at 22 - potential reversal,26155.45,26150,CONSIDER_PE
2025-12-24 13:33:59,OVERSOLD,HIGH,RSI at 22 - potential reversal,26155.6,26150,CONSIDER_PE
2025-12-24 13:34:02,OVERSOLD,HIGH,RSI at 22 - potential reversal,26155.0,26150,CONSIDER_PE
2025-12-24 13:34:05,OVERSOLD,HIGH,RSI at 21 - potential reversal,26153.8,26150,CONSIDER_PE
2025-12-24 13:34:08,OVERSOLD,HIGH,RSI at 22 - potential reversal,26154.55,26150,CONSIDER_PE
2025-12-24 13:34:11,OVERSOLD,HIGH,RSI at 22 - potential reversal,26156.15,26150,CONSIDER_PE
2025-12-24 13:34:14,OVERSOLD,HIGH,RSI at 23 - potential reversal,26158.45,26150,CONSIDER_PE
2025-12-24 13:34:17,OVERSOLD,HIGH,RSI at 23 - potential reversal,26158.3,26150,CONSIDER_PE
2025-12-24 13:34:20,OVERSOLD,HIGH,RSI at 22 - potential reversal,26156.35,26150,CONSIDER_PE
2025-12-24 13:34:23,OVERSOLD,HIGH,RSI at 23 - potential reversal,26157.05,26150,CONSIDER_PE
2025-12-24 13:34:26,OVERSOLD,HIGH,RSI at 23 - potential reversal,26157.15,26150,CONSIDER_PE
2025-12-24 13:34:29,OVERSOLD,HIGH,RSI at 23 - potential reversal,26158.15,26150,CONSIDER_PE
2025-12-24 13:34:32,OVERSOLD,HIGH,RSI at 24 - potential reversal,26161.95,26150,CONSIDER_PE
2025-12-24 13:34:35,OVERSOLD,HIGH,RSI at 24 - potential reversal,26161.55,26150,CONSIDER_PE
2025-12-24 13:34:39,OVERSOLD,HIGH,RSI at 24 - potential reversal,26161.55,26150,CONSIDER_PE
2025-12-24 13:34:41,OVERSOLD,HIGH,RSI at 23 - potential reversal,26159.15,26150,CONSIDER_PE
2025-12-24 13:34:44,OVERSOLD,HIGH,RSI at 24 - potential reversal,26160.6,26150,CONSIDER_PE
2025-12-24 13:34:46,OVERSOLD,HIGH,RSI at 24 - potential reversal,26162.05,26150,CONSIDER_PE
2025-12-24 13:34:49,OVERSOLD,HIGH,RSI at 25 - potential reversal,26162.5,26150,CONSIDER_PE
