Timestamp	Strike	Type	Symbol	LTP	OI	OI_Change	Volume	Delta	Gamma	Theta	Vega	IV
12/24/2025 11:43	25200	PE	NIFTY25DEC25200PE	2.95	58392	0	137260	-0.0166	0.0001	-1.651	1.4064	14.4558
12/24/2025 11:43	25250	CE	NIFTY25DEC25250CE	980.25	77	0	21	0.9816	0.0001	-1.7434	1.533	14.0038
12/24/2025 11:43	25250	PE	NIFTY25DEC25250PE	3.15	13893	0	38862	-0.0184	0.0001	-1.7434	1.533	14.0038
12/24/2025 11:43	25300	CE	NIFTY25DEC25300CE	937.7	1237	0	225	0.9806	0.0001	-1.7458	1.6034	13.4079
12/24/2025 11:43	25300	PE	NIFTY25DEC25300PE	3.25	55230	0	155566	-0.0194	0.0001	-1.7458	1.6034	13.4079
12/24/2025 11:43	25350	CE	NIFTY25DEC25350CE	890.9	59	0	11	0.9786	0.0001	-1.8295	1.7432	12.9237
12/24/2025 11:43	25350	PE	NIFTY25DEC25350PE	3.5	12853	0	51353	-0.0214	0.0001	-1.8295	1.7432	12.9237
12/24/2025 11:43	25400	CE	NIFTY25DEC25400CE	849.8	2363	0	522	0.9769	0.0001	-1.8673	1.8594	12.3661
12/24/2025 11:43	25400	PE	NIFTY25DEC25400PE	3.65	48988	0	159159	-0.0231	0.0001	-1.8673	1.8594	12.3661
12/24/2025 11:43	25450	CE	NIFTY25DEC25450CE	791.65	92	0	78	0.9744	0.0001	-1.9595	2.0325	11.8715
12/24/2025 11:43	25450	PE	NIFTY25DEC25450PE	4	17622	0	65469	-0.0256	0.0001	-1.9595	2.0325	11.8715
12/24/2025 11:43	25500	CE	NIFTY25DEC25500CE	726.95	8234	0	1548	0.9733	0.0002	-1.9118	2.1034	11.1921
12/24/2025 11:43	25500	PE	NIFTY25DEC25500PE	4.25	110669	0	196332	-0.0267	0.0002	-1.9118	2.1034	11.1921
12/24/2025 11:43	25550	CE	NIFTY25DEC25550CE	688.85	239	0	168	0.968	0.0002	-2.156	2.4455	10.8562
12/24/2025 11:43	25550	PE	NIFTY25DEC25550PE	4.65	26130	0	69469	-0.032	0.0002	-2.156	2.4455	10.8562
12/24/2025 11:43	25600	CE	NIFTY25DEC25600CE	630	4441	0	1131	0.9645	0.0002	-2.2222	2.6586	10.2928
12/24/2025 11:43	25600	PE	NIFTY25DEC25600PE	4.95	46853	0	105260	-0.0355	0.0002	-2.2222	2.6586	10.2928
12/24/2025 11:43	25650	CE	NIFTY25DEC25650CE	597	487	0	353	0.9602	0.0003	-2.312	2.922	9.7431
12/24/2025 11:43	25650	PE	NIFTY25DEC25650PE	5.4	18538	0	58105	-0.0398	0.0003	-2.312	2.922	9.7431
12/24/2025 11:43	25700	CE	NIFTY25DEC25700CE	528.35	9331	0	2516	0.9657	0.0003	-1.7943	2.5855	8.5457
12/24/2025 11:43	25700	PE	NIFTY25DEC25700PE	6.15	68977	0	151268	-0.0343	0.0003	-1.7943	2.5855	8.5457
12/24/2025 11:43	25750	CE	NIFTY25DEC25750CE	477.8	1635	0	749	0.9444	0.0004	-2.7432	3.8225	8.8369
12/24/2025 11:43	25750	PE	NIFTY25DEC25750PE	7.2	31359	0	92957	-0.0556	0.0004	-2.7432	3.8225	8.8369
12/24/2025 11:43	25800	CE	NIFTY25DEC25800CE	429.55	16430	0	12801	0.9356	0.0004	-2.8826	4.2878	8.2785
12/24/2025 11:43	25800	PE	NIFTY25DEC25800PE	8.75	109969	0	229239	-0.0644	0.0004	-2.8826	4.2878	8.2785
12/24/2025 11:43	25850	CE	NIFTY25DEC25850CE	384.1	2602	0	3066	0.9131	0.0006	-3.5643	5.3875	8.1467
12/24/2025 11:43	25850	PE	NIFTY25DEC25850PE	11.15	35110	0	138211	-0.0869	0.0006	-3.5643	5.3875	8.1467
12/24/2025 11:43	25900	CE	NIFTY25DEC25900CE	335.9	17444	0	22495	0.89	0.0007	-4.0644	6.4026	7.817
12/24/2025 11:43	25900	PE	NIFTY25DEC25900PE	14.65	83195	0	256583	-0.11	0.0007	-4.0644	6.4026	7.817
12/24/2025 11:43	25950	CE	NIFTY25DEC25950CE	290	4875	0	12930	0.8576	0.0009	-4.7118	7.664	7.5706
12/24/2025 11:43	25950	PE	NIFTY25DEC25950PE	19.35	40984	0	203590	-0.1424	0.0009	-4.7118	7.664	7.5706
12/24/2025 11:43	26000	CE	NIFTY25DEC26000CE	247.3	95419	0	154571	0.8136	0.0011	-5.5027	9.1299	7.4217
12/24/2025 11:43	26000	PE	NIFTY25DEC26000PE	26.1	209201	0	540400	-0.1864	0.0011	-5.5027	9.1299	7.4217
12/24/2025 11:43	26050	CE	NIFTY25DEC26050CE	205.9	10457	0	73981	0.7624	0.0013	-6.1446	10.5258	7.1884
12/24/2025 11:43	26050	PE	NIFTY25DEC26050PE	34.9	47776	0	280784	-0.2376	0.0013	-6.1446	10.5258	7.1884
12/24/2025 11:43	26100	CE	NIFTY25DEC26100CE	167.7	53899	0	405980	0.698	0.0015	-6.7934	11.8727	7.0459
12/24/2025 11:43	26100	PE	NIFTY25DEC26100PE	47	129486	0	620132	-0.302	0.0015	-6.7934	11.8727	7.0459
12/24/2025 11:43	26150	CE	NIFTY25DEC26150CE	133.2	42365	0	540198	0.6236	0.0016	-7.2615	12.9249	6.9182
12/24/2025 11:43	26150	PE	NIFTY25DEC26150PE	62.4	99387	0	713595	-0.3764	0.0016	-7.2615	12.9249	6.9182
12/24/2025 11:43	26200	CE	NIFTY25DEC26200CE	102.7	182796	0	1640450	0.5415	0.0017	-7.4435	13.509	6.785
12/24/2025 11:43	26200	PE	NIFTY25DEC26200PE	82.05	238356	0	1698576	-0.4585	0.0017	-7.4435	13.509	6.785
12/24/2025 11:43	26250	CE	NIFTY25DEC26250CE	76.55	93671	0	1022227	0.4545	0.0017	-7.3131	13.4942	6.6734
12/24/2025 11:43	26250	PE	NIFTY25DEC26250PE	105.9	69161	0	762599	-0.5455	0.0017	-7.3131	13.4942	6.6734
12/24/2025 11:43	26300	CE	NIFTY25DEC26300CE	55.35	138249	0	891129	0.3673	0.0017	-6.8449	12.8237	6.5728
12/24/2025 11:43	26300	PE	NIFTY25DEC26300PE	134.7	67061	0	557630	-0.6327	0.0017	-6.8449	12.8237	6.5728
12/24/2025 11:43	26350	CE	NIFTY25DEC26350CE	38.45	66262	0	449322	0.2849	0.0015	-6.0978	11.5571	6.4971
12/24/2025 11:43	26350	PE	NIFTY25DEC26350PE	168.2	18476	0	134800	-0.7151	0.0015	-6.0978	11.5571	6.4971
12/24/2025 11:43	26400	CE	NIFTY25DEC26400CE	26.45	91223	0	515719	0.214	0.0013	-5.2383	9.9218	6.5013
12/24/2025 11:43	26400	PE	NIFTY25DEC26400PE	205.6	26012	0	158721	-0.786	0.0013	-5.2383	9.9218	6.5013
12/24/2025 11:43	26450	CE	NIFTY25DEC26450CE	17.85	46957	0	337019	0.1561	0.0011	-4.3273	8.1492	6.5388
12/24/2025 11:43	26450	PE	NIFTY25DEC26450PE	246.75	3508	0	23233	-0.8439	0.0011	-4.3273	8.1492	6.5388
12/24/2025 11:43	26500	CE	NIFTY25DEC26500CE	12.1	121461	0	453122	0.1083	0.0008	-3.3571	6.3328	6.5278
12/24/2025 11:43	26500	PE	NIFTY25DEC26500PE	291	26948	0	47774	-0.8917	0.0008	-3.3571	6.3328	6.5278
12/24/2025 11:43	26550	CE	NIFTY25DEC26550CE	8.25	29641	0	268926	0.0786	0.0006	-2.7272	4.9934	6.7254
12/24/2025 11:43	26550	PE	NIFTY25DEC26550PE	337.35	821	0	4968	-0.9214	0.0006	-2.7272	4.9934	6.7254
12/24/2025 11:43	26600	CE	NIFTY25DEC26600CE	5.85	75517	0	308507	0.0578	0.0005	-2.2293	3.9401	6.9672
12/24/2025 11:43	26600	PE	NIFTY25DEC26600PE	384.95	2894	0	5850	-0.9422	0.0005	-2.2293	3.9401	6.9672
12/24/2025 11:43	26650	CE	NIFTY25DEC26650CE	4.45	28771	0	169774	0.0444	0.0004	-1.8887	3.1911	7.2883
12/24/2025 11:43	26650	PE	NIFTY25DEC26650PE	425	486	0	978	-0.9556	0.0004	-1.8887	3.1911	7.2883
12/24/2025 11:43	26700	CE	NIFTY25DEC26700CE	3.7	77771	0	255584	0.0311	0.0003	-1.4393	2.3868	7.4254
12/24/2025 11:43	26700	PE	NIFTY25DEC26700PE	481.15	2370	0	2544	-0.9689	0.0003	-1.4393	2.3868	7.4254
12/24/2025 11:43	26750	CE	NIFTY25DEC26750CE	3	26707	0	132545	0.0011	0	-0.049	0.1211	4.9824
12/24/2025 11:43	26750	PE	NIFTY25DEC26750PE	530.9	354	0	389	-0.9989	0	-0.049	0.1211	4.9824
12/24/2025 11:43	26800	CE	NIFTY25DEC26800CE	2.6	76253	0	231059	0.0237	0.0002	-1.3055	1.9059	8.4347
12/24/2025 11:43	26800	PE	NIFTY25DEC26800PE	580	2249	0	720	-0.9763	0.0002	-1.3055	1.9059	8.4347
12/24/2025 11:43	26850	CE	NIFTY25DEC26850CE	2.3	18660	0	98971	0.0207	0.0002	-1.225	1.6957	8.8956
12/24/2025 11:43	26850	PE	NIFTY25DEC26850PE	612.55	140	0	178	-0.9793	0.0002	-1.225	1.6957	8.8956
12/24/2025 11:43	26900	CE	NIFTY25DEC26900CE	2.05	42125	0	220814	0.0179	0.0001	-1.1359	1.5001	9.3248
12/24/2025 11:43	26900	PE	NIFTY25DEC26900PE	676.1	629	0	249	-0.9821	0.0001	-1.1359	1.5001	9.3248
12/24/2025 11:43	26950	CE	NIFTY25DEC26950CE	1.95	15852	0	107200	0.0167	0.0001	-1.13	1.4104	9.8659
12/24/2025 11:43	26950	PE	NIFTY25DEC26950PE	726.95	26	0	25	-0.9833	0.0001	-1.13	1.4104	9.8659
12/24/2025 11:43	27000	CE	NIFTY25DEC27000CE	1.8	149882	0	288684	0.0149	0.0001	-1.0758	1.2835	10.3212
12/24/2025 11:43	27000	PE	NIFTY25DEC27000PE	779.9	13405	0	2835	-0.9851	0.0001	-1.0758	1.2835	10.3212
12/24/2025 11:43	27050	CE	NIFTY25DEC27050CE	1.6	6943	0	69048	0.0127	0.0001	-0.9687	1.1182	10.6678
12/24/2025 11:43	27050	PE	NIFTY25DEC27050PE	807.7	10	0	3	-0.9873	0.0001	-0.9687	1.1182	10.6678
12/24/2025 11:43	27100	CE	NIFTY25DEC27100CE	1.4	28873	0	94755	0.0106	0.0001	-0.8535	0.9582	10.9683
12/24/2025 11:43	27100	PE	NIFTY25DEC27100PE	875.4	262	0	36	-0.9894	0.0001	-0.8535	0.9582	10.9683
12/24/2025 11:43	27150	CE	NIFTY25DEC27150CE	1.35	7241	0	35609	0.0102	0.0001	-0.8623	0.9232	11.5011
12/24/2025 11:43	27150	PE	NIFTY25DEC27150PE	922.55	64	0	13	-0.9898	0.0001	-0.8623	0.9232	11.5011
12/24/2025 11:43	27200	CE	NIFTY25DEC27200CE	1.2	41483	0	97377	0.0086	0.0001	-0.7636	0.7973	11.7931
12/24/2025 11:43	27200	PE	NIFTY25DEC27200PE	962.1	1359	0	95	-0.9914	0.0001	-0.7636	0.7973	11.7931
12/24/2025 11:43	27250	CE	NIFTY25DEC27250CE	1.2	9712	0	30906	0.0086	0.0001	-0.7978	0.794	12.3741
12/24/2025 11:43	27250	PE	NIFTY25DEC27250PE	1045.3	3	0	0	-0.9914	0.0001	-0.7978	0.794	12.3741
12/24/2025 11:43	27300	CE	NIFTY25DEC27300CE	1.15	23800	0	52502	0.0077	0	-0.7491	0.7231	12.7557
12/24/2025 11:43	27300	PE	NIFTY25DEC27300PE	1054.7	441	0	8	-0.9923	0	-0.7491	0.7231	12.7557
12/24/2025 11:43	27350	CE	NIFTY25DEC27350CE	1.15	2771	0	14440	0.0077	0	-0.7832	0.7233	13.3342
12/24/2025 11:43	27350	PE	NIFTY25DEC27350PE	1125.45	6	0	0	-0.9923	0	-0.7832	0.7233	13.3342
12/24/2025 11:43	27400	CE	NIFTY25DEC27400CE	1.1	14442	0	30809	0.0069	0	-0.7321	0.6583	13.6944
12/24/2025 11:43	27400	PE	NIFTY25DEC27400PE	1155	25	0	1	-0.9931	0	-0.7321	0.6583	13.6944
12/24/2025 11:43	27450	CE	NIFTY25DEC27450CE	1.15	3961	0	8156	0.007	0	-0.7664	0.6612	14.2713
12/24/2025 11:43	27450	PE	NIFTY25DEC27450PE	1244.2	4	0	0	-0.993	0	-0.7664	0.6612	14.2713
12/24/2025 11:43	27500	CE	NIFTY25DEC27500CE	1.15	57642	0	72555	0.0068	0	-0.7717	0.6433	14.7706
12/24/2025 11:43	27500	PE	NIFTY25DEC27500PE	1279	6361	0	365	-0.9932	0	-0.7717	0.6433	14.7706
